Movie_name,Cast Info,Genre Info
Manchester by the Sea,"The cast of the movie Manchester by the Sea includes Casey Affleck as Lee Chandler,Kyle Chandler as Joe Chandler,Lucas Hedges as Patrick,Michelle Williams as Randi Chandler,Amanda Blattner as Mourner,Anna Baryshnikov as Sandy,Anthony Estrella as 2nd Businessman At Bar,Ben Hanson as Lenny - The Bartender,Ben O'Brien as Young Patrick,Brian Chamberlain as 1st Detective,C.J. Wilson as George,Casey Affleck as Lee Chandler,Chaunty Spillane as Funeral Mourner,Danae Nason as Rachel,Erica McDermott as Sue,Gretchen Mol as Elise,Heather Burns as Jill,Jeffrey Corazzini as Dad At School,Josh Hamilton as Wes, Joe's Lawyer,Kara Hayward as Silvie,Kyle Chandler as Joe Chandler,Lewis D. Wheeler as 1st Businessman At Bar,Liam McNeill as Josh (Randi's Husband),Lucas Hedges as Patrick,Mark Burzenski as Driver,Mary Mallen as Sharon,Matthew Broderick as Rodney,Michelle Williams as Randi,Missy Yager as Mrs. Olsen (4th Tenant),Oscar Wahlberg as Joel,Quincy Tyler Bernstine as Marianne (3rd Tenant),Richard Donelly as Mr. Martinez (1st Tenant),Robert Sella as Dr. Muller,Ruibo Qian as Dr. Betheny,Stephanie Ann Saunders as Funeral Mourner,Stephen Henderson as Mr. Emery,Susan Pourfar as Nurse Irene,Tate Donovan as Hockey Coach,Tom Kemp as Stan Chandler,Virginia Loring Cooke as Mrs. Groom (2nd Tenant).",The genre of the movie is Drama.
Rosemary's Baby,"The cast of the movie Rosemary's Baby includes John Cassavetes as Guy Woodhouse,Mia Farrow as Rosemary Woodhouse,Charles Grodin as Dr. Hill,D'Urville Martin as Diego,Elisha Cook Jr. as Mr. Nicklas,Emmaline Henry as Elise Dunstan,Hanna Hertelendy as Grace Cardiff,Hope Summers as Mrs. Gilmore,Maurice Evans as Hutch,Patsy Kelly as Laura-Louise,Phil Leeds as Dr. Shand,Ralph Bellamy as Dr. Sapirstein,Ruth Gordon as Minnie Castevet,Sidney Blackmer as Roman Castevet,Victoria Vetri as Terry.","The genre of the movie is Drama,Horror."
12 Years a Slave,"The cast of the movie 12 Years a Slave includes Alfre Woodard as Mistress Harriet Shaw,Benedict Cumberbatch as William Ford,Brad Pitt as Bass,Chiwetel Ejiofor as Solomon Northup,Garret Dillahunt as Armsby,Michael Fassbender as Edwin Epps,Michael K. Williams as Robert,Paul Dano as John Tibeats,Paul Giamatti as Theophilus Freeman,Sarah Paulson as Mistress Epps,Adepero Oduye as Eliza,Alfre Woodard as Mistress Harriet Shaw,Ashley Dyke as Anna,Benedict Cumberbatch as William Ford,Bill Camp as Radburn,Brad Pitt as Cast,Bryan Batt as Judge Turner,Cameron Zeigler as Alonzo Northup,Chiwetel Ejiofor as Solomon Northup,Chris Chalk as Clemens,Christopher Berry as Burch,Craig Tate as John,Dickie Gravois as Overseer,Dwight Henry as Uncle Abram,Garret Dillahunt as Armsby,Kelsey Scott as Anne Northup,Lupita Nyong'o as Patsey,Marcus Lyle Brown as Jasper,Michael Fassbender as Edwin Epps,Michael K. Williams as Robert,Mister Mackey Jr. as Randall,Paul Dano as John Tibeats,Paul Giamatti as Theophilus Freeman,Quvenzhané Wallis as Margaret Northup,Ruth Negga as Celeste,Sarah Paulson as Cast,Scoot McNairy as Brown,Taran Killam as Hamilton,Tom Proctor as Biddee,Tony Bentley as Mr. Moon.","The genre of the movie is Biography,Drama,History."
Killer of Sheep,"The cast of the movie Killer of Sheep includes Angela Burnett as Stan's Daughter,Charles Bracy as Bracy,Delores Farley as Delores,Dorothy Stengel as Principal Cast,Eugene Cherry as Eugene,Henry G. Sanders as Stan,Jack Drummond as Stan Jr.,Kaycee Moore as Stan's Wife,Slim as Principal Cast,Tobar Mayo as Principal Cast,Angela Burnett as Stan's Daughter,Charles Bracy as Bracy,Chris Terrill as Cast,Eugene Cherry as Eugene,Henry G. Sanders as Stan,Homer Jai as Cast,Jack Drummond as Stan's Son,Johnny Smoke as Cast,Kaycee Moore as Stan's Wife,Lawrence Pierott as Cast,Russell Miles as Cast.",The genre of the movie is Drama.
Nashville,"The cast of the movie Nashville includes Barbara Baxley as Lady Pearl,David Arkin as Norman,Geraldine Chaplin as Opal,Karen Black as Connie White,Keith Carradine as Tom Frank,Ned Beatty as Delbert Reese,Robert DoQui as Wade,Ronee Blakley as Barbara Jean,Shelley Duvall as L. A. Joan,Timothy Brown as Tommy Brown,Allen Garfield as Barnett,Barbara Harris as Albuquerque,Henry Gibson as Haven Hamilton,Jeff Goldblum as Tricycle Man,Scott Glenn as Pfc. Glenn Kelly.","The genre of the movie is Drama,Comedy,Music."
Ratatouille,"The cast of the movie Ratatouille includes Brad Garrett as Gusteau,Lou Romano as Linguini,Patton Oswalt as Remy,Brian Dennehy as Django,Ian Holm as Skinner,Jake Steinfeld as Git (Lab Rat),James Remar as Larousse,Janeane Garofalo as Colette,John Ratzenberger as Mustafa,Julius Callahan as Lalo/Francois,Peter O'Toole as Anton Ego,Peter Sohn as Emile,Teddy Newton as Lawyer (Talon Labarthe),Tony Fucile as Pompidou/Health Inspector,Will Arnett as Horst.","The genre of the movie is Fantasy,Comedy,Animation,Family."
Parasite,"The cast of the movie Parasite includes Andreas Fronk as German Father,Hyae Jin Chang as Chung-Sook, Ki-Taek's Wife,Hye-jin Jang as Kim Chung-Sook,Hyun Seung-min as Park Da-Hye - Mr. Park's Daughter,JaeWook Park as VR Specialist,Jeong Esuz as CEO Of Pizza Place,Jeong-eun Lee as Moon-Gwang - The Park Family's Housekeeper,Ji-rye Lee as Singer,Jung Hyeon-jun as Park Da-Song - Mr. Park's Son,Jung Ik-Han as Principal Cast,Kang Echae as Special Guest,Kang-ho Song as Kim Ki-Taek,Lee Joo-Hyung as Principal Cast,Myeong-hoon Park as Geun-Se,Pak Hyo-Shin as Special Guest,Seo Joon Park as Min,Seon-gyun Lee as Park Dong-Ik,So-dam Park as Kim Ki-Jung,Woo-sik Choi as Kim Ki-Woo,Yeo-Jeong Cho as Principal Cast,Yeo-jeong Jo as Yeon-Kyo, Mr. Park's Wife,Hye-jin Jang as Kim Chung-Sook,Hyun Seung-min as Park Da-Hye,JaeWook Park as VR Specialist,Jeong Esuz as CEO Of Pizza Place,Jeong-eun Lee as Moon-Gwang, The Park Family's Housekeeper,Ji-hye Lee as Cast,Ji-rye Lee as Singer,Jung Hyeon-jun as Park Da-Song - Mr. Park's Son,Jung Ik-Han as Neighbor,Jung Ziso as Da-Hye, Mr. Park's Daughter,Kang Echae as Special Guest,Keun-rok Park as Yoon,Lee Joo-Hyung as Party Guy 3,Myeong-hoon Park as Geun-Se - Moon-Gwang Husband.,Pak Hyo-Shin as Special Guest,Seo Joon Park as Min,Seong-Bong Ahn as Man Provoking Quarrel.","The genre of the movie is Drama,Thriller,Comedy."
Rocks,"The cast of the movie Rocks includes Afi Okaidja as Yawa,Anastasia Dymitrow as Sabina,Bukky Bakray as Shola 'Rocks' Omotoso,D'angelou Osei Kissiedu as Emmanuel Omotoso,Kosar Ali as Sumaya,Layo-Christina Akinlude as Funke Omotoso,Ruby Stokes as Agnes,Sarah Niles as Ms. Booker,Shaneigha-Monik Greyson as Roshé,Tawheda Begum as Khadijah,Brie-Morgan Appleton as Natasha,Islah Abdur-Rahman as Ismail,Mohammad Amiri as Mohammed,Sharon D Clarke as Anita,Shola Adewusi as Grandmother Omotoso.",The genre of the movie is Drama.
The Grapes of Wrath,"The cast of the movie The Grapes of Wrath includes Charley Grapewin as Grandpa,Dorris Bowdon as Rosasharn,Eddie Quillan as Connie,Henry Fonda as Tom Joad,Jane Darwell as Ma Joad,John Carradine as Jim Casy,John Qualen as Muley Bates,O.Z. Whitehead as Al,Russell Simpson as Pa Joad,Zeffie Tilbury as Grandma,Darryl Hickman as Winfield,Frank Darien as Uncle John,Frank Sully as Noah,Roger Imhof as Thomas,Shirley Mills as Ruthie.","The genre of the movie is Drama,History."
Children of Paradise (1945),"The cast of the movie Children of Paradise (1945) includes Arletty as Caire Reine Dite Garance - Une Actrice De Théâtre Et Modèle,Jean-Louis Barrault as Jean-Baptiste Debureau - Un Mime Amoureux De Garance,Etienne Decroux as Anselme Debureau - Un Mime, Le Père De Jean-Baptiste,Fabien Loris as Avril - Le Bras Droit De Lacenaire,Gaston Modot as Fil De Soie - Un Faux Aveugle,Habib Benglia as L'employé Des Bains Turcs,Jane Marken as Mme Hermine - La Tenancière De L'Hôtel Du Relais,Louis Florencie as Le Gendarme Des 'Adrets',Marcel Pérès as Le Directeur Des Funambules,Marcelle Monthil as Marie - Une Actrice,María Casares as Nathalie - Une Camarade De Théâtre De Debureau, Amoureuse De Lui,Palau as Le Régisseur Des Funambules,Pierre Brasseur as Frédérick Lemaître - Un Grand Acteur De Théâtre,Pierre Renoir as Jéricho - Un Marchand D'habits,Rognoni as Le Directeur Du Grand Théâtre.","The genre of the movie is Drama,Romance."
Mean Streets,"The cast of the movie Mean Streets includes Amy Robinson as Teresa,Cesare Danova as Giovanni,David Proval as Tony,George Memmoli as Joey,Harvey Keitel as Charlie,Jeannie Bell as Diane,Lenny Scaletta as Jimmy,Richard Romanus as Michael,Robert De Niro as Johnny Boy,Victor Argo as Mario,David Carradine as Drunk,Harry Northup as Soldier,Lois Walden as Jewish Girl,Murray Moston as Oscar,Robert Carradine as Boy With Gun.","The genre of the movie is Drama,Thriller,Crime."
The Lady Eve,"The cast of the movie The Lady Eve includes Barbara Stanwyck as Jean,Charles Coburn as 'Colonel' Harrington,Eric Blore as Sir Alfred McGlennan Keith,Eugene Pallette as Mr. Pike,Henry Fonda as Charles,Janet Beecher as Mrs. Pike,Martha O'Driscoll as Martha,Melville Cooper as Gerald,Robert Greig as Burrows,William Demarest as Muggsy,Abdullah Abbas as Man With Potted Palm,Dora Clement as Gertrude,Luis Alberni as Pike's Chef,Mary Akin as Passenger On Ship,Norman Ainsley as Sir Alfred's Servant.","The genre of the movie is Comedy,Romance."
Gravity,"The cast of the movie Gravity includes George Clooney as Matt Kowalsky,Sandra Bullock as Ryan Stone,Amy Warren as Explorer Captain,Basher Savage as Space Station Captain,Ed Harris as Mission Control,Eric Michels as NASA,George Clooney as Matt,Janis Ahern as Ryan Voice Over And Mocap Voice Work And Mocap,Orto Ignatiussen as Aningaaq,Paul Sharma as Shariff,Sandra Bullock as Ryan.","The genre of the movie is Sci-Fi,Drama,Mystery,Thriller."
Fantasia,"The cast of the movie Fantasia includes Corey Burton as Narrator: Deems Taylor Overdubs (2000 Restoration),Deems Taylor as Himself - Narrative Introductions,Hugh Douglas as Narrator (1982 Version),James MacDonald as Percussionist,Julietta Novis as Soloist (Segment 'Ave Maria'),Leopold Stokowski as Himself - Conductor Of The Philadelphia Orchestra,Paul J. Smith as Violinist,Tim Matheson as Narrator (1985 Version),Walt Disney as Mickey Mouse (Segment 'The Sorcerer's Apprentice').","The genre of the movie is Fantasy,Music,Animation,Family."
Spirited Away,"The cast of the movie Spirited Away includes Miyu Irino as Haku,Bunta Sugawara as Kamajî,Koba Hayashi as Kawa No Kami,Mari Natsuki as Yubaba/Zeniba,Noriko Kitou as Additional Voices,Rumi Hîragi as Chihiro/Sen,Ryûnosuke Kamiki as Bô,Shigeru Wakita as Cast,Shiro Saito as Additional Voices,Takashi Naitô as Chihiro No Otôsan,Takehiko Ono as Aniyaku,Tatsuya Gashûin as Aogaeru, Assistant Manager,Tsunehiko Kamijô as Chichiyaku,Yasuko Sawaguchi as Yûko Ogino,Yô Ôizumi as Bandai-Gaeru,Yumi Tamai as Rin.","The genre of the movie is Adventure,Fantasy,Animation,Family."
Beauty and the Beast,"The cast of the movie Beauty and the Beast includes Jean Marais as La Bête (The Beast)/The Prince/Avenant,Ana María Martínez as Félicie (1995 Opera Version),Gregory Purnhagen as La Bête/Avenant/Ardent/The Port Official (1995 Opera Version),Hallie Neill as Adélaïde (1995 Opera Version),Jacques Marbeuf as Cast,Janice Felty as La Belle (1995 Opera Version),Jean Cocteau as Voice Of Magic,John Kuether as The Father/The Usurer (1995 Opera Version),Josette Day as Belle,Marcel André as Belle's Father,Michel Auclair as Ludovic,Mila Parély as Félicie,Nane Germon as Adélaïde,Noël Blin as Footman,Raoul Marco as The Usurer,Zhang Zhou as Ludovic (1995 Opera Version).","The genre of the movie is Drama,Fantasy,Romance."
Small Axe: Lovers Rock,"The cast of the movie Small Axe: Lovers Rock includes Amarah-Jae St. Aubyn as Martha,Daniel Francis-Swaby as Bammy,Ellis George as Cynthia,Francis Lovehall as Reggie,Joshua Viner as Mr. Abott,Kadeem Ramsay as Samson,Kedar Williams-Stirling as Clifton,Marcus Fraser as Jabba,Micheal Ward as Franklyn,Shaniqua Okwok as Patty,Alexander James-Blake as Parker B,Frankie Fox as Eddie Marks,Jermaine Freeman as Skinner,Romario Simpson as Lizard,Saffron Coomber as Grace.",The genre of the movie is Drama.
Toy Story,"The cast of the movie Toy Story includes Tim Allen as Buzz Lightyear,Tom Hanks as Woody,Annie Potts as Bo Peep,Don Rickles as Mr. Potato Head,Erik von Detten as Sid,Jack Angel as Shark/Rocky Gibraltar,Jim Varney as Slinky Dog,John Morris as Andy,John Morris as Andy,John Ratzenberger as Hamm,Laurie Metcalf as Mrs. Davis,Penn Jillette as TV Announcer,R. Lee Ermey as Sergeant,Sarah Freeman as Hannah,Spencer Aste as Additional Voice,Wallace Shawn as Rex.","The genre of the movie is Adventure,Fantasy,Comedy,Animation,Family."
The Bride of Frankenstein,"The cast of the movie The Bride of Frankenstein includes Boris Karloff as The Monster,Colin Clive as Henry Frankenstein,Douglas Walton as Percy Bysshe Shelley,E.E. Clive as Burgomaster,Elsa Lanchester as Mary Wollstonecraft Shelley/The Monster's Mate,Ernest Thesiger as Doctor Pretorius,Gavin Gordon as Lord Byron,Lucien Prival as Butler - Albert,Una O'Connor as Minnie,Valerie Hobson as Elizabeth,Anne Darling as Shepherdess,Dwight Frye as Karl Glutz,Mary Gordon as Hans' Wife,O.P. Heggie as Hermit,Reginald Barlow as Hans.","The genre of the movie is Sci-Fi,Drama,Horror."
Don't Look Now,"The cast of the movie Don't Look Now includes Ann Rye as Mandy Babbage,Clelia Matania as Wendy,David Tree as Anthony Babbage,Donald Sutherland as John Baxter,Giorgio Trestini as Workman,Hilary Mason as Heather,Julie Christie as Laura Baxter,Leopoldo Trieste as Hotel Manager,Massimo Serato as Bishop Barbarrigo,Renato Scarpa as Inspector Longhi,Adelina Poerio as Dwarf,Bruno Cattaneo as Detective Sabbione,Nicholas Salter as Johnny Baxter,Sharon Williams as Christine Baxter.","The genre of the movie is Drama,Thriller,Horror."
The Social Network,"The cast of the movie The Social Network includes Andrew Garfield as Eduardo Saverin,Jesse Eisenberg as Mark Zuckerberg,Justin Timberlake as Sean Parker,Adina Porter as Gretchen's Associate,Alecia Svensen as Girl At Phoenix Club,Armie Hammer as Cameron Winklevoss/Tyler Winklevoss,Brenda Song as Christy Lee,Bryan Barter as Billy Olson,Caleb Landry Jones as Fraternity Guy,Calvin Dean as Mr. Edwards,Cherilyn Wilson as Coke Girl,Dakota Johnson as Cast,Denise Grayson as Gretchen,Dustin Fitzsimons as Phoenix Club President,James Dastoli as Student Playing Facemash,Jami Owen as Student Playing Facemash,Jayk Gallagher as Student Playing Facemash,Joseph Mazzello as Dustin Moskovitz,Malese Jow as Alice,Marcella Lentz-Pope as Erica's Roommate,Max Minghella as Divya Narendra,Patrick Mapel as Chris Hughes,Rashida Jones as Marylin Delpy,Robert Dastoli as Student Playing Facemash,Rooney Mara as Erica Albright,Scotty Crowe as Student Playing Facemash,Shelby Young as K.C.,Toby Meuli as Phoenix Member Playing Facemash,Trevor Wright as Cast.","The genre of the movie is Biography,Drama,History,Comedy."
My Fair Lady,"The cast of the movie My Fair Lady includes Audrey Hepburn as Eliza Doolittle,Gladys Cooper as Mrs. Higgins,Isobel Elsom as Mrs. Eynsford-Hill,Jeremy Brett as Freddy Eynsford-Hill,John Holland as Butler,Mona Washbourne as Mrs. Pearce,Rex Harrison as Professor Henry Higgins,Stanley Holloway as Alfred P. Doolittle,Theodore Bikel as Zoltan Karpathy,Wilfrid Hyde-White as Colonel Hugh Pickering,Elizabeth Aimers as Cockney,Helen Albrecht as Ascot Extra,John Alderson as Jamie - Doolittle's Crony,LaWana Backer as Ad Lib At Church,Mary Alexander as Cockney.","The genre of the movie is Drama,Romance,Family,Musical."
Portrait of a Lady on Fire,"The cast of the movie Portrait of a Lady on Fire includes Adele Haenel as Héloïse,Armande Boulanger as L'élève Atelier,Cécile Morel as Woman Near Fire,Christel Baras as La Faiseuse D'anges,Clément Bouyssou as Le Batelier,Guy Delamarche as L'homme Salon,Luàna Bajrami as Sophie,Michèle Clément as Une Paysanne,Noémie Merlant as Marianne,Valeria Golino as La Comtesse.","The genre of the movie is Drama,History,Romance."
I Am Not Your Negro,"The cast of the movie I Am Not Your Negro includes Dick Cavett as Himself,James Baldwin as Himself,Samuel L. Jackson as Narration,Shumerria Harris as Herself.",The genre of the movie is Documentary.
Woodstock,"The cast of the movie Woodstock includes Artie Kornfeld as Himself - Co-Creator Of Woodstock Festival,Canned Heat as Themselves - Woodstock Performers,Country Joe and the Fish as Themselves - Woodstock Performers,Creedence Clearwater Revival as Themselves - Woodstock Performers,Crosby Stills & Nash as Themselves - Woodstock Performers,David Crosby as Himself - Woodstock Performer,Hugh Romney as Himself,Jimi Hendrix as Himself,Joan Baez as Herself - Woodstock Performer,Joe Cocker as Himself - Woodstock Performer,Joel Rosenman as Himself - Co-Creator Of Woodstock Festival,John Roberts as Himself - Co-Creator Of Woodstock Festival,Jon Jaboolian as Himself,Max Yasgur as Himself,Michael Lang as Himself - Co-Creator Of Woodstock Festival,Paul Butterfield as Himself - Woodstock Performer,Richie Havens as Himself,Stephen Stills as Himself,Wavy Gravy as Himself,Crosby Stills & Nash as Themselves - Woodstock Performers,David Crosby as Himself - Woodstock Performer,Jefferson Airplane as Themselves - Woodstock Performers,Jimi Hendrix as Himself - Woodstock Performer,Keef Hartley as Themselves - Woodstock Performers (As Keef Hartley Band),Quill as Themselves - Woodstock Performers,Richie Havens as Himself - Woodstock Performer,Santana as Themselves - Woodstock Performers,Stephen Stills as Himself - Woodstock Performer.","The genre of the movie is History,Documentary."
Double Indemnity,"The cast of the movie Double Indemnity includes Barbara Stanwyck as Phyllis Dietrichson,Byron Barr as Nino Zachetti,Edward G. Robinson as Barton Keyes,Fortunio Bonanova as Sam Garlopis,Fred MacMurray as Walter Neff,Jean Heather as Lola Dietrichson,John Philliber as Joe Peters,Porter Hall as Mr. Jackson,Richard Gaines as Edward S. Norton, Jr.,Tom Powers as Mr. Dietrichson,Edmund Cobb as Train Conductor,James Adamson as Pullman Porter,John Berry as Bit Part,Kernan Cripps as Conductor,Raymond Chandler as Man Reading Book Outside Keyes' Office.","The genre of the movie is Drama,Mystery,Thriller,Crime,Film-Noir."
Snow White and the Seven Dwarfs,"The cast of the movie Snow White and the Seven Dwarfs includes Adriana Caselotti as Snow White,Billy Gilbert as Sneezy,Eddie Collins as Dopey/Chipmunk And Squirrel Sneezes,Harry Stockwell as Prince,Lucille La Verne as Queen/Witch,Marion Darlington as Birds,Otis Harlan as Happy,Pinto Colvig as Sleepy/Grumpy/Dopey Blowing Bubbles,Roy Atwell as Doc,Stuart Buchanan as Huntsman,James MacDonald as Yodeling,Moroni Olsen as Magic Mirror,Purv Pullen as Birds,Scotty Mattraw as Bashful.","The genre of the movie is Fantasy,Romance,Animation,Family,Musical."
The Hurt Locker,"The cast of the movie The Hurt Locker includes Anthony Mackie as Sergeant JT Sanborn,Brian Geraghty as Specialist Owen Eldridge,Jeremy Renner as Sergeant First Class William James,Barrie Rice as Contractor Chris,Christian Camargo as Colonel John Cambridge,Christopher Sayegh as Beckham,David Morse as Colonel Reed,Evangeline Lilly as Connie James,Feisal Sadoun as Contractor Feisal,Guy Pearce as Staff Sergeant Matt Thompson,Nabil Koni as Professor Nabil,Ralph Fiennes as Contractor Team Leader,Sam Redford as Contractor Jimmy,Sam Spruell as Contractor Charlie,Suhail Aldabbach as Black Suit Man.","The genre of the movie is Action,Drama,Thriller,War."
